3.	-3.	0	0	0
3.	-2.95	0	0	0
3.	-2.9	0	0	0
3.	-2.85	0	0	0
3.	-2.8	0	0	0
3.	-2.75	0	0	0
3.	-2.7	0	0	0
3.	-2.65	0	0	0
3.	-2.6	0	0	0
3.	-2.55	0	0	0
3.	-2.5	0	0	0
3.	-2.45	0	0	0
3.	-2.4	0	0	0
3.	-2.35	0	0	0
3.	-2.3	0	0	0
3.	-2.25	0	0	0
3.	-2.2	0	0	0
3.	-2.15	0	0	0
3.	-2.1	0	0	0
3.	-2.05	0	0	0
3.	-2.	0	0	0
3.	-1.95	0	0	0
3.	-1.9	0	0	0
3.	-1.8499999999999999	0	0	0
3.	-1.7999999999999998	0	0	0
3.	-1.75	0	0	0
3.	-1.7	0	0	0
3.	-1.65	0	0	0
3.	-1.5999999999999999	0	0	0
3.	-1.5499999999999998	0	0	0
3.	-1.5	0	0	0
3.	-1.45	0	0	0
3.	-1.4	0	0	0
3.	-1.3499999999999999	0	0	0
3.	-1.2999999999999998	0	0	0
3.	-1.25	0	0	0
3.	-1.2	0	0	0
3.	-1.15	0	0	0
3.	-1.0999999999999999	0	0	0
3.	-1.0499999999999998	0	0	0
3.	-1.	0	0	0
3.	-0.9499999999999997	0	0	0
3.	-0.8999999999999999	0	0	0
3.	-0.8500000000000001	0	0	0
3.	-0.7999999999999998	0	0	0
3.	-0.75	0	0	0
3.	-0.6999999999999997	0	0	0
3.	-0.6499999999999999	0	0	0
3.	-0.5999999999999996	0	0	0
3.	-0.5499999999999998	0	0	0
3.	-0.5	0	0	0
3.	-0.44999999999999973	0	0	0
3.	-0.3999999999999999	0	0	0
3.	-0.34999999999999964	0	0	0
3.	-0.2999999999999998	0	0	0
3.	-0.25	0	0	0
3.	-0.19999999999999973	0	0	0
3.	-0.1499999999999999	0	0	0
3.	-0.09999999999999964	0	0	0
3.	-0.04999999999999982	0	0	0
3.	0.	0	0	0
3.	0.050000000000000266	0	0	0
3.	0.10000000000000009	0	0	0
3.	0.15000000000000036	0	0	0
3.	0.20000000000000018	0	0	0
3.	0.25	0	0	0
3.	0.30000000000000027	0	0	0
3.	0.3500000000000001	0	0	0
3.	0.40000000000000036	0	0	0
3.	0.4500000000000002	0	0	0
3.	0.5	0	0	0
3.	0.5500000000000003	0	0	0
3.	0.6000000000000001	0	0	0
3.	0.6500000000000004	0	0	0
3.	0.7000000000000002	0	0	0
3.	0.75	0	0	0
